gender,region,highest_education,age_interval,studied_credits,disability,final_result
M,Yorkshire Region,Lower Than A Level,35-55,60,N,Pass
M,West Midlands Region,Lower Than A Level,35-55,60,N,Fail
M,South East Region,HE Qualification,35-55,60,N,Pass
M,South Region,Lower Than A Level,0-35,60,N,Distinction
M,North Region,Lower Than A Level,0-35,60,N,Pass
M,East Anglian Region,Lower Than A Level,0-35,60,Y,Fail
M,South Region,A Level or Equivalent,0-35,60,N,Fail
M,East Anglian Region,HE Qualification,55<=,60,N,Pass
F,North Region,Post Graduate Qualification,0-35,60,N,Pass
M,South East Region,A Level or Equivalent,0-35,90,N,Fail
F,Scotland,HE Qualification,35-55,60,N,Distinction
M,South Region,Lower Than A Level,35-55,90,Y,Pass
F,London Region,Lower Than A Level,0-35,60,N,Withdrawn
M,West Midlands Region,Lower Than A Level,35-55,120,N,Pass
M,London Region,No Formal quals,0-35,60,N,Pass
M,North Western Region,A Level or Equivalent,35-55,75,Y,Fail
M,Scotland,Lower Than A Level,0-35,60,N,Withdrawn
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,South West Region,A Level or Equivalent,35-55,60,N,Distinction
M,East Midlands Region,A Level or Equivalent,35-55,60,N,Withdrawn
M,London Region,A Level or Equivalent,0-35,60,Y,Withdrawn
F,South East Region,A Level or Equivalent,0-35,90,N,Withdrawn
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,London Region,HE Qualification,55<=,60,N,Pass
M,South Region,A Level or Equivalent,35-55,150,N,Withdrawn
F,London Region,A Level or Equivalent,35-55,60,Y,Withdrawn
M,South East Region,HE Qualification,55<=,150,N,Pass
M,South Region,Lower Than A Level,35-55,210,N,Withdrawn
M,South East Region,A Level or Equivalent,35-55,60,N,Pass
M,Yorkshire Region,Lower Than A Level,35-55,60,N,Fail
F,East Midlands Region,HE Qualification,35-55,60,N,Pass
M,Wales,A Level or Equivalent,35-55,150,N,Fail
M,South Region,HE Qualification,35-55,90,N,Pass
M,South Region,A Level or Equivalent,35-55,60,N,Pass
M,South Region,HE Qualification,35-55,150,N,Pass
M,Wales,A Level or Equivalent,35-55,60,N,Pass
F,West Midlands Region,Lower Than A Level,35-55,60,N,Fail
F,West Midlands Region,Lower Than A Level,35-55,60,N,Withdrawn
M,Ireland,A Level or Equivalent,35-55,60,N,Distinction
M,Scotland,HE Qualification,35-55,150,N,Pass
F,South East Region,HE Qualification,35-55,90,Y,Fail
F,Scotland,HE Qualification,35-55,60,N,Pass
M,East Anglian Region,HE Qualification,35-55,90,N,Pass
M,South Region,A Level or Equivalent,35-55,90,N,Withdrawn
M,North Region,Lower Than A Level,35-55,60,N,Pass
M,East Anglian Region,Lower Than A Level,35-55,60,N,Pass
M,West Midlands Region,A Level or Equivalent,35-55,60,N,Pass
M,East Anglian Region,A Level or Equivalent,35-55,60,N,Pass
M,London Region,A Level or Equivalent,35-55,60,N,Pass
M,Yorkshire Region,A Level or Equivalent,35-55,90,N,Pass
M,London Region,A Level or Equivalent,35-55,90,N,Fail
F,Scotland,Lower Than A Level,35-55,60,Y,Withdrawn
M,South East Region,Lower Than A Level,35-55,120,N,Withdrawn
M,Scotland,HE Qualification,35-55,60,N,Withdrawn
M,Yorkshire Region,Lower Than A Level,35-55,60,N,Pass
M,London Region,Lower Than A Level,35-55,120,Y,Fail
M,East Midlands Region,A Level or Equivalent,35-55,120,N,Withdrawn
M,East Anglian Region,A Level or Equivalent,35-55,90,N,Distinction
M,London Region,A Level or Equivalent,35-55,120,N,Pass
M,South East Region,Lower Than A Level,35-55,120,N,Pass
M,North Western Region,Lower Than A Level,35-55,90,N,Pass
F,Scotland,Post Graduate Qualification,35-55,60,N,Pass
M,Wales,A Level or Equivalent,35-55,60,N,Pass
F,West Midlands Region,A Level or Equivalent,35-55,60,N,Withdrawn
M,Scotland,A Level or Equivalent,35-55,60,N,Pass
F,North Region,HE Qualification,35-55,120,N,Pass
M,South West Region,HE Qualification,35-55,90,N,Fail
M,North Region,A Level or Equivalent,35-55,60,N,Pass
M,West Midlands Region,A Level or Equivalent,35-55,60,N,Fail
M,West Midlands Region,HE Qualification,35-55,60,N,Withdrawn
M,South Region,Lower Than A Level,35-55,60,N,Withdrawn
M,Ireland,Lower Than A Level,35-55,150,N,Withdrawn
F,Ireland,Lower Than A Level,0-35,90,N,Fail
M,Scotland,HE Qualification,0-35,90,N,Withdrawn
F,Scotland,Lower Than A Level,35-55,120,N,Pass
M,London Region,Lower Than A Level,35-55,120,Y,Withdrawn
M,Yorkshire Region,A Level or Equivalent,55<=,60,N,Pass
M,Wales,HE Qualification,35-55,90,N,Pass
F,South Region,HE Qualification,35-55,60,N,Withdrawn
M,Scotland,A Level or Equivalent,35-55,70,N,Fail
M,East Midlands Region,Lower Than A Level,35-55,60,N,Withdrawn
F,South East Region,Lower Than A Level,35-55,60,N,Pass
M,London Region,A Level or Equivalent,35-55,180,Y,Withdrawn
M,Scotland,HE Qualification,35-55,60,N,Pass
M,Scotland,Lower Than A Level,35-55,60,N,Pass
M,South Region,Lower Than A Level,35-55,60,N,Fail
F,East Midlands Region,HE Qualification,35-55,120,N,Pass
M,North Western Region,A Level or Equivalent,35-55,60,N,Distinction
F,Scotland,HE Qualification,35-55,90,N,Distinction
M,East Anglian Region,HE Qualification,0-35,60,N,Pass
M,Ireland,A Level or Equivalent,35-55,120,N,Pass
M,South West Region,A Level or Equivalent,35-55,120,N,Distinction
M,London Region,Lower Than A Level,35-55,150,N,Fail
F,East Midlands Region,A Level or Equivalent,35-55,90,N,Fail
F,South East Region,A Level or Equivalent,35-55,60,Y,Pass
M,Yorkshire Region,Lower Than A Level,35-55,60,N,Withdrawn
M,Scotland,HE Qualification,35-55,60,N,Distinction
M,South East Region,A Level or Equivalent,35-55,90,N,Pass
F,West Midlands Region,A Level or Equivalent,35-55,60,N,Pass
M,Ireland,Post Graduate Qualification,35-55,120,N,Pass
M,London Region,Lower Than A Level,35-55,90,N,Pass
M,East Anglian Region,Lower Than A Level,35-55,60,N,Pass
M,West Midlands Region,Lower Than A Level,0-35,80,N,Withdrawn
F,East Anglian Region,A Level or Equivalent,35-55,90,N,Pass
F,South Region,A Level or Equivalent,0-35,130,Y,Fail
M,South East Region,HE Qualification,35-55,150,N,Pass
M,South East Region,Lower Than A Level,35-55,60,N,Pass
M,West Midlands Region,Lower Than A Level,0-35,60,N,Pass
M,Scotland,HE Qualification,35-55,90,N,Pass
M,South East Region,HE Qualification,35-55,60,N,Pass
M,South West Region,HE Qualification,35-55,60,N,Fail
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South West Region,HE Qualification,35-55,60,N,Distinction
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Pass
F,Ireland,A Level or Equivalent,35-55,60,N,Fail
M,Scotland,HE Qualification,35-55,120,N,Pass
F,East Anglian Region,HE Qualification,0-35,120,N,Distinction
F,South Region,A Level or Equivalent,35-55,90,N,Pass
F,South Region,Lower Than A Level,0-35,90,N,Pass
F,London Region,Lower Than A Level,35-55,170,Y,Fail
M,South West Region,A Level or Equivalent,35-55,100,N,Pass
M,North Region,Lower Than A Level,35-55,60,N,Withdrawn
M,Wales,Lower Than A Level,0-35,60,Y,Pass
M,Ireland,A Level or Equivalent,0-35,60,N,Fail
M,Scotland,HE Qualification,35-55,60,N,Pass
M,South East Region,Lower Than A Level,35-55,60,N,Pass
M,South East Region,Lower Than A Level,0-35,60,N,Fail
M,South West Region,Lower Than A Level,35-55,90,N,Pass
M,Yorkshire Region,A Level or Equivalent,0-35,150,N,Pass
F,South Region,HE Qualification,35-55,120,N,Withdrawn
F,Scotland,A Level or Equivalent,0-35,60,N,Fail
M,Ireland,Lower Than A Level,0-35,90,N,Fail
M,London Region,A Level or Equivalent,35-55,60,N,Fail
F,London Region,Lower Than A Level,0-35,60,N,Fail
M,Scotland,HE Qualification,35-55,70,N,Pass
M,East Midlands Region,Lower Than A Level,0-35,120,N,Pass
M,London Region,Lower Than A Level,35-55,60,N,Withdrawn
M,London Region,Lower Than A Level,35-55,90,N,Fail
M,North Western Region,Lower Than A Level,0-35,60,N,Pass
M,Scotland,A Level or Equivalent,35-55,60,N,Pass
F,South Region,HE Qualification,35-55,120,N,Distinction
F,Yorkshire Region,A Level or Equivalent,0-35,60,N,Fail
M,South Region,A Level or Equivalent,35-55,180,N,Pass
F,South East Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,Scotland,A Level or Equivalent,0-35,60,N,Pass
M,Yorkshire Region,Lower Than A Level,0-35,60,N,Fail
M,West Midlands Region,Lower Than A Level,0-35,60,N,Pass
F,London Region,A Level or Equivalent,0-35,150,N,Pass
F,Scotland,A Level or Equivalent,0-35,120,N,Withdrawn
M,Yorkshire Region,Lower Than A Level,0-35,120,N,Fail
M,London Region,Lower Than A Level,35-55,150,N,Withdrawn
M,London Region,HE Qualification,35-55,60,N,Pass
F,Yorkshire Region,Lower Than A Level,35-55,60,N,Distinction
M,South Region,Lower Than A Level,0-35,120,N,Pass
F,Scotland,Lower Than A Level,0-35,60,N,Fail
M,South West Region,Lower Than A Level,35-55,120,N,Pass
M,South Region,HE Qualification,0-35,60,N,Fail
M,London Region,HE Qualification,35-55,90,N,Pass
M,South Region,HE Qualification,0-35,80,N,Pass
M,London Region,Lower Than A Level,0-35,60,N,Pass
F,South West Region,Lower Than A Level,35-55,60,N,Withdrawn
M,London Region,Lower Than A Level,0-35,60,N,Fail
F,London Region,No Formal quals,35-55,135,N,Withdrawn
M,Ireland,Post Graduate Qualification,35-55,60,N,Pass
M,East Anglian Region,HE Qualification,0-35,120,N,Fail
F,North Region,Post Graduate Qualification,35-55,60,N,Pass
M,North Region,A Level or Equivalent,35-55,60,N,Withdrawn
F,East Anglian Region,A Level or Equivalent,35-55,60,N,Pass
M,Wales,A Level or Equivalent,0-35,60,N,Fail
M,South East Region,HE Qualification,35-55,90,N,Pass
M,South West Region,HE Qualification,35-55,60,N,Pass
M,East Midlands Region,Lower Than A Level,0-35,60,N,Pass
F,East Midlands Region,A Level or Equivalent,35-55,120,N,Pass
M,South West Region,Lower Than A Level,0-35,60,N,Withdrawn
F,South East Region,Lower Than A Level,35-55,75,Y,Withdrawn
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,East Midlands Region,A Level or Equivalent,0-35,160,N,Pass
M,East Anglian Region,Lower Than A Level,35-55,60,N,Fail
M,East Anglian Region,A Level or Equivalent,0-35,60,Y,Pass
M,Scotland,A Level or Equivalent,0-35,60,N,Distinction
M,South Region,Lower Than A Level,0-35,60,N,Distinction
M,South Region,A Level or Equivalent,0-35,60,N,Distinction
M,East Anglian Region,A Level or Equivalent,35-55,150,N,Pass
M,Ireland,A Level or Equivalent,0-35,60,N,Withdrawn
M,Ireland,A Level or Equivalent,35-55,120,N,Withdrawn
M,South East Region,HE Qualification,35-55,120,N,Distinction
M,North Region,A Level or Equivalent,0-35,150,N,Pass
M,Scotland,HE Qualification,0-35,180,N,Fail
M,London Region,HE Qualification,35-55,60,N,Pass
M,East Anglian Region,Lower Than A Level,0-35,60,N,Distinction
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Distinction
M,North Region,Lower Than A Level,0-35,90,N,Fail
M,East Midlands Region,HE Qualification,35-55,60,N,Pass
M,London Region,A Level or Equivalent,0-35,120,N,Withdrawn
M,North Region,A Level or Equivalent,0-35,150,Y,Pass
M,London Region,HE Qualification,0-35,60,N,Pass
M,Scotland,HE Qualification,0-35,60,Y,Withdrawn
M,South West Region,Lower Than A Level,0-35,120,Y,Withdrawn
M,South Region,A Level or Equivalent,35-55,90,N,Distinction
M,London Region,A Level or Equivalent,0-35,60,N,Fail
M,Ireland,A Level or Equivalent,35-55,90,N,Pass
M,West Midlands Region,Lower Than A Level,35-55,60,N,Fail
M,Yorkshire Region,HE Qualification,35-55,120,N,Withdrawn
M,South West Region,Lower Than A Level,0-35,75,Y,Distinction
M,West Midlands Region,A Level or Equivalent,35-55,60,N,Pass
M,Yorkshire Region,A Level or Equivalent,35-55,60,N,Pass
M,Scotland,Lower Than A Level,35-55,75,N,Pass
F,South Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,East Anglian Region,Lower Than A Level,0-35,60,N,Withdrawn
M,West Midlands Region,A Level or Equivalent,35-55,180,N,Withdrawn
M,London Region,HE Qualification,35-55,90,N,Pass
M,London Region,HE Qualification,0-35,60,N,Withdrawn
M,South West Region,Lower Than A Level,0-35,120,N,Pass
F,London Region,HE Qualification,35-55,60,N,Fail
M,South East Region,Lower Than A Level,35-55,90,N,Withdrawn
F,Ireland,HE Qualification,0-35,120,N,Pass
M,Yorkshire Region,A Level or Equivalent,35-55,150,N,Pass
M,Yorkshire Region,A Level or Equivalent,0-35,120,N,Withdrawn
F,London Region,Lower Than A Level,35-55,60,N,Withdrawn
M,South Region,Lower Than A Level,35-55,60,N,Pass
M,North Western Region,A Level or Equivalent,0-35,60,Y,Pass
M,Yorkshire Region,Lower Than A Level,0-35,90,N,Pass
M,South West Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,North Western Region,A Level or Equivalent,0-35,60,N,Pass
M,London Region,A Level or Equivalent,0-35,60,N,Fail
F,East Midlands Region,A Level or Equivalent,35-55,60,N,Pass
M,South West Region,Lower Than A Level,0-35,60,N,Withdrawn
F,East Midlands Region,Lower Than A Level,0-35,90,N,Withdrawn
M,East Anglian Region,Lower Than A Level,0-35,60,N,Fail
M,South East Region,HE Qualification,35-55,60,N,Fail
M,West Midlands Region,Lower Than A Level,0-35,60,N,Distinction
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Fail
M,South Region,A Level or Equivalent,0-35,60,N,Fail
F,London Region,A Level or Equivalent,35-55,150,N,Withdrawn
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,Scotland,A Level or Equivalent,0-35,120,N,Withdrawn
F,Scotland,Lower Than A Level,35-55,60,N,Pass
M,Wales,A Level or Equivalent,35-55,60,N,Withdrawn
M,West Midlands Region,Lower Than A Level,35-55,60,N,Fail
M,North Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,East Anglian Region,Lower Than A Level,0-35,60,N,Pass
M,West Midlands Region,Lower Than A Level,0-35,120,N,Distinction
F,London Region,Lower Than A Level,0-35,90,N,Distinction
F,North Region,Lower Than A Level,0-35,60,N,Pass
M,Scotland,HE Qualification,35-55,60,Y,Fail
M,Yorkshire Region,Lower Than A Level,0-35,180,N,Withdrawn
M,Scotland,Lower Than A Level,0-35,60,N,Fail
M,North Region,A Level or Equivalent,0-35,120,N,Fail
M,South Region,A Level or Equivalent,0-35,90,N,Withdrawn
M,South West Region,A Level or Equivalent,0-35,60,N,Pass
M,North Region,Lower Than A Level,0-35,60,N,Fail
M,Scotland,A Level or Equivalent,0-35,90,Y,Pass
M,South Region,HE Qualification,35-55,150,N,Pass
M,East Midlands Region,Lower Than A Level,0-35,120,N,Fail
M,Scotland,A Level or Equivalent,0-35,60,N,Pass
F,London Region,A Level or Equivalent,0-35,60,Y,Pass
M,London Region,A Level or Equivalent,0-35,90,N,Withdrawn
M,Scotland,Lower Than A Level,0-35,60,N,Distinction
M,North Western Region,Lower Than A Level,0-35,60,Y,Pass
M,South East Region,A Level or Equivalent,0-35,120,N,Withdrawn
F,Yorkshire Region,Lower Than A Level,35-55,60,N,Pass
M,North Western Region,A Level or Equivalent,0-35,60,N,Pass
M,Wales,A Level or Equivalent,0-35,60,N,Fail
M,South Region,A Level or Equivalent,0-35,90,N,Pass
M,Scotland,Lower Than A Level,35-55,60,N,Fail
M,East Midlands Region,A Level or Equivalent,0-35,220,N,Pass
F,North Western Region,Lower Than A Level,0-35,120,N,Withdrawn
M,South East Region,A Level or Equivalent,0-35,60,N,Fail
M,South Region,HE Qualification,35-55,120,N,Distinction
M,Wales,A Level or Equivalent,0-35,60,Y,Fail
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Pass
F,West Midlands Region,A Level or Equivalent,35-55,60,N,Pass
M,Scotland,HE Qualification,0-35,90,N,Pass
M,London Region,A Level or Equivalent,35-55,90,Y,Withdrawn
M,Yorkshire Region,Lower Than A Level,0-35,120,N,Pass
M,South Region,A Level or Equivalent,35-55,60,N,Distinction
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Pass
M,South West Region,A Level or Equivalent,0-35,60,N,Distinction
M,South East Region,A Level or Equivalent,35-55,60,N,Pass
M,South Region,A Level or Equivalent,35-55,120,Y,Withdrawn
M,East Midlands Region,Lower Than A Level,0-35,90,N,Fail
M,London Region,HE Qualification,35-55,200,N,Fail
F,East Anglian Region,A Level or Equivalent,0-35,60,N,Pass
M,South West Region,Lower Than A Level,35-55,60,N,Fail
M,Scotland,HE Qualification,0-35,180,Y,Withdrawn
M,East Anglian Region,Lower Than A Level,35-55,120,N,Withdrawn
M,Wales,A Level or Equivalent,0-35,180,N,Pass
M,London Region,Lower Than A Level,35-55,120,Y,Fail
M,South Region,A Level or Equivalent,0-35,120,N,Fail
M,Scotland,Lower Than A Level,35-55,60,N,Fail
M,West Midlands Region,Lower Than A Level,0-35,120,N,Withdrawn
M,West Midlands Region,Lower Than A Level,0-35,150,N,Withdrawn
M,Scotland,HE Qualification,55<=,60,N,Distinction
M,Ireland,A Level or Equivalent,0-35,90,N,Pass
M,East Anglian Region,Lower Than A Level,0-35,90,N,Pass
M,North Region,Lower Than A Level,0-35,60,N,Withdrawn
F,Wales,A Level or Equivalent,0-35,90,N,Fail
M,West Midlands Region,Lower Than A Level,35-55,120,N,Withdrawn
F,Yorkshire Region,A Level or Equivalent,35-55,120,N,Pass
F,West Midlands Region,Lower Than A Level,0-35,120,N,Withdrawn
M,South West Region,A Level or Equivalent,55<=,60,N,Pass
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,Wales,Lower Than A Level,0-35,60,N,Pass
M,East Anglian Region,A Level or Equivalent,0-35,120,N,Pass
M,North Western Region,Lower Than A Level,0-35,60,N,Fail
M,Scotland,HE Qualification,0-35,120,N,Withdrawn
M,West Midlands Region,A Level or Equivalent,0-35,90,Y,Pass
M,South East Region,Lower Than A Level,35-55,60,N,Pass
M,East Midlands Region,Lower Than A Level,0-35,150,N,Pass
M,Yorkshire Region,Lower Than A Level,35-55,60,N,Fail
M,London Region,Lower Than A Level,0-35,90,N,Fail
F,South Region,A Level or Equivalent,0-35,120,N,Pass
F,North Region,Post Graduate Qualification,35-55,120,N,Withdrawn
M,Wales,Lower Than A Level,0-35,90,N,Fail
M,Ireland,A Level or Equivalent,0-35,120,N,Withdrawn
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Distinction
M,Wales,HE Qualification,35-55,90,N,Withdrawn
M,South East Region,Lower Than A Level,35-55,60,N,Withdrawn
M,East Midlands Region,Lower Than A Level,35-55,210,Y,Withdrawn
M,North Western Region,Lower Than A Level,0-35,60,N,Withdrawn
F,South Region,Lower Than A Level,35-55,90,N,Pass
M,West Midlands Region,Lower Than A Level,0-35,60,N,Withdrawn
M,South West Region,Lower Than A Level,0-35,90,N,Fail
M,East Anglian Region,A Level or Equivalent,0-35,180,N,Pass
M,Scotland,Lower Than A Level,35-55,60,N,Distinction
M,South Region,A Level or Equivalent,0-35,60,N,Pass
M,South West Region,A Level or Equivalent,0-35,60,N,Pass
M,West Midlands Region,HE Qualification,35-55,120,N,Withdrawn
M,South East Region,Lower Than A Level,0-35,150,N,Fail
F,Scotland,Lower Than A Level,35-55,60,N,Fail
M,Wales,Lower Than A Level,0-35,90,N,Withdrawn
M,Wales,Lower Than A Level,0-35,120,N,Fail
M,South Region,HE Qualification,0-35,60,N,Pass
M,Yorkshire Region,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,A Level or Equivalent,35-55,60,N,Pass
M,North Western Region,A Level or Equivalent,35-55,90,N,Distinction
M,Yorkshire Region,A Level or Equivalent,0-35,60,N,Fail
M,Wales,HE Qualification,0-35,60,N,Distinction
M,London Region,A Level or Equivalent,0-35,150,N,Pass
M,Wales,Lower Than A Level,0-35,60,N,Fail
M,East Anglian Region,A Level or Equivalent,0-35,120,N,Withdrawn
